timing,simulator,obstacles,agents,k_neighbor,map_name,delay_start,delay_interval,delay_ratio,delay_type,makespan,soc,total_time,makespan_time,feasibility,cycle,execution_time,first_agent_arriving,cycle_count,cycle_agents,unblocked_agents,feasibility_count,feasibility_type_a,feasibility_type_b,feasibility_type_c,average_timestep_time,average_feasibility_time,average_cycle_time,average_feasibility_unsettled,average_feasibility_loop,average_feasibility_topo,average_feasibility_recursion,makespan_lower,makespan_upper,soc_lower,soc_upper,average_timestep_time_lower,average_timestep_time_upper,makespan_time_lower,makespan_time_upper,partial_replan_count,partial_replan_time,full_replan_count,full_replan_time,data_points
continuous,online_remove_redundant,0,10,2,sparse,0,1,0.1,agent,691.562578,361.753602,0.021502381200000004,2.9900682560717194e-05,heuristic,proposed,0.01218518,66.85614122000001,0,0,0,0,0,0,0,0.0002104565009943019,0,0,0,0,0,0,680.572607176909,702.5525488230911,353.94996153692625,369.55724246307375,0.0001959669925029525,0.00022494600948565132,2.8061582727963174e-05,3.1739782393471213e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,sparse,0,1,0.2,agent,778.586518,406.7191,0.023151425200000002,2.8568885488366094e-05,heuristic,proposed,0.013470145800000001,75.25816116,0,0,0,0,0,0,0,0.00021186028176101718,0,0,0,0,0,0,766.2217346287138,790.9513013712861,397.944177380519,415.49402261948103,0.00019321089367653555,0.0002305096698454988,2.667293569220023e-05,3.046483528453196e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,sparse,0,1,0.3,agent,890.1629679999999,465.49323200000003,0.02275282,2.460554304658241e-05,heuristic,proposed,0.0128246288,86.26029932,0,0,0,0,0,0,0,0.00018050674192370846,0,0,0,0,0,0,876.2055478246369,904.1203881753628,455.45381120468994,475.5326527953101,0.00016468743018109903,0.0001963260536663179,2.3101923055033627e-05,2.610916303813119e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,sparse,0,10,0.1,agent,700.076976,364.598308,0.0232888156,3.181427888610048e-05,heuristic,proposed,0.014310696999999999,67.4078854,0,0,0,0,0,0,0,0.000231718863925826,0,0,0,0,0,0,688.8984267667739,711.255525233226,356.59964326053165,372.5969727394683,0.00021448267129808244,0.0002489550565535696,2.94880320306446e-05,3.414052574155637e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,sparse,0,10,0.2,agent,793.7621819999999,413.67564,0.022851791,2.7556962742526246e-05,heuristic,proposed,0.0141074346,77.17143062,0,0,0,0,0,0,0,0.00021894390987179982,0,0,0,0,0,0,780.7995238755702,806.7248401244296,404.484736874501,422.866543125499,0.00020091345543755493,0.0002369743643060447,2.5544760262373413e-05,2.956916522267908e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,sparse,0,10,0.3,agent,916.811304,477.74607799999995,0.0222736714,2.334488851269207e-05,heuristic,proposed,0.0136547882,87.9478584,0,0,0,0,0,0,0,0.00019837461695502672,0,0,0,0,0,0,901.3974480352539,932.225159964746,467.10600098635246,488.38615501364745,0.00017580956530911934,0.0002209396686009341,2.1555958954630916e-05,2.5133818070753224e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,sparse,0,20,0.1,agent,704.6616399999999,366.18317,0.021327203599999997,2.900702656386877e-05,heuristic,proposed,0.012412728,67.4749178,0,0,0,0,0,0,0,0.00021424637077884434,0,0,0,0,0,0,693.1875432792028,716.135736720797,358.1147773091273,374.25156269087273,0.00019787107858175654,0.00023062166297593213,2.699633497018175e-05,3.101771815755579e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,sparse,0,20,0.2,agent,803.3983000000001,419.596542,0.0222605468,2.6448018956708973e-05,heuristic,proposed,0.0132138402,75.67871242,0,0,0,0,0,0,0,0.00020593246448532356,0,0,0,0,0,0,789.5067672791075,817.2898327208926,410.2358359920106,428.9572480079894,0.0001878205162389297,0.0002240444127317174,2.4482611657867287e-05,2.841342625555066e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,sparse,0,20,0.3,agent,952.503508,490.105872,0.022114646999999998,2.2184540878241585e-05,heuristic,proposed,0.0134426624,89.18267,0,0,0,0,0,0,0,0.0001782095242282417,0,0,0,0,0,0,935.4814217430451,969.525594256955,478.73207940530256,501.4796645946974,0.00016075385746590928,0.00019566519099057414,2.0489249074790882e-05,2.3879832681692288e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,dense,0,1,0.1,agent,339.60233400000004,181.81798999999998,0.019233168399999997,5.3529386030677634e-05,heuristic,proposed,0.010323421,40.29321914,0,0,0,0,0,0,0,0.00025633029496021097,0,0,0,0,0,0,334.58654271022846,344.6181252897716,179.06105741691647,184.5749225830835,0.00023667798809393252,0.0002759826018264894,5.0173046980021106e-05,5.688572508133416e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,dense,0,1,0.2,agent,382.94885800000003,204.80186799999998,0.0194465796,4.802967318792249e-05,heuristic,proposed,0.010261328799999997,45.3729677,0,0,0,0,0,0,0,0.0002270595628787045,0,0,0,0,0,0,377.27209759508,388.62561840492003,201.67918675797972,207.92454924202025,0.00020934246206605938,0.00024477666369134964,4.489697887778496e-05,5.116236749806002e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,dense,0,1,0.3,agent,438.366612,234.52083199999998,0.019547569000000004,4.216183017760351e-05,heuristic,proposed,0.0103100824,51.746239,0,0,0,0,0,0,0,0.00020045005585063832,0,0,0,0,0,0,431.85806085862,444.87516314137997,230.94606125037615,238.09560274962382,0.00018435102497276571,0.00021654908672851092,3.944444132021962e-05,4.487921903498741e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,dense,0,10,0.1,agent,343.898216,183.56381399999998,0.018997505799999998,5.229734550947337e-05,heuristic,proposed,0.0102559662,40.055054739999996,0,0,0,0,0,0,0,0.0002549726280114202,0,0,0,0,0,0,338.67243293839186,349.1239990616081,180.75087954842814,186.3767484515718,0.0002354413950435538,0.0002745038609792866,4.8932521198927745e-05,5.5662169820019e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,dense,0,10,0.2,agent,393.76108600000003,208.270924,0.0196430772,4.716029669143515e-05,heuristic,proposed,0.0105176168,44.84535911999999,0,0,0,0,0,0,0,0.00024188969461098582,0,0,0,0,0,0,387.62955300277025,399.8926189972298,205.0652093174829,211.47663868251712,0.00022225518937322867,0.000261524199848743,4.4117081403209366e-05,5.020351197966093e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,dense,0,10,0.3,agent,455.22769,239.618664,0.019864819399999997,4.108452957269878e-05,heuristic,proposed,0.0108884938,51.218924619999996,0,0,0,0,0,0,0,0.00022043737348873406,0,0,0,0,0,0,447.95833740559647,462.4970425944035,235.90316827975838,243.33415972024162,0.0002034584612871919,0.0002374162856902762,3.8435546124093926e-05,4.373351302130363e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,dense,0,20,0.1,agent,350.058444,185.129778,0.0187813966,5.086702702486825e-05,heuristic,proposed,0.010222323799999999,40.05503474,0,0,0,0,0,0,0,0.00025482359911906593,0,0,0,0,0,0,344.5414656972262,355.5754223027738,182.22372259718333,188.03583340281665,0.0002351911708450421,0.00027445602739308977,4.753933464643989e-05,5.419471940329661e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,dense,0,20,0.2,agent,406.62099199999994,211.37352600000003,0.019761764600000002,4.619956513627257e-05,heuristic,proposed,0.010480289600000001,44.645465519999995,0,0,0,0,0,0,0,0.00024147934661834471,0,0,0,0,0,0,399.81479680712494,413.42718719287495,207.99027807661358,214.75677392338648,0.00022159108004242065,0.0002613676131942688,4.3076039636422636e-05,4.932309063612251e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,dense,0,20,0.3,agent,478.49597600000004,246.16672200000002,0.019349706400000003,3.8332812691780474e-05,heuristic,proposed,0.0101407754,49.749556019999986,0,0,0,0,0,0,0,0.00020629006274158973,0,0,0,0,0,0,470.6682746073087,486.32367739269137,242.26882702081735,250.0646169791827,0.00019013992099228897,0.0002224402044908905,3.58182588118108e-05,4.084736657175015e-05,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,super-dense,0,1,0.1,agent,299.291554,162.034012,0.0637435736,0.00020656128272960445,heuristic,proposed,0.0447030984,44.04921568,0,0,0,0,0,0,0,0.0009791497132982975,0,0,0,0,0,0,295.8171720844079,302.76593591559214,160.04854758224658,164.0194764177534,0.0009104655811217541,0.001047833845474841,0.00019176952046777128,0.0002213530449914376,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,super-dense,0,1,0.2,agent,337.89680400000003,182.577902,0.0640481006,0.00018363106501700344,heuristic,proposed,0.044774191799999995,49.53272962,0,0,0,0,0,0,0,0.0008745225044189692,0,0,0,0,0,0,333.9429488033252,341.8506591966749,180.34481250010998,184.81099149989,0.0008132699937436722,0.0009357750150942662,0.00017052511875995823,0.00019673701127404864,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,super-dense,0,1,0.3,agent,386.977096,208.89151800000002,0.064474854,0.00016140149893796598,heuristic,proposed,0.0451435106,56.52362978,0,0,0,0,0,0,0,0.0007675485690201999,0,0,0,0,0,0,382.45614179273065,391.4980502072694,206.32818589370248,211.45485010629756,0.0007134873644318526,0.0008216097736085473,0.00014980323801475458,0.00017299975986117739,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,super-dense,0,10,0.1,agent,304.50968800000004,163.849326,0.0638942538,0.0002036621423341918,heuristic,proposed,0.0446795578,43.6711814,0,0,0,0,0,0,0,0.0009814465163586474,0,0,0,0,0,0,300.71761080759944,308.30176519240064,161.81541688205834,165.88323511794164,0.0009127644323868203,0.0010501286003304746,0.00018888044707452234,0.0002184438375938613,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,super-dense,0,10,0.2,agent,347.106864,185.419592,0.06453553260000001,0.00018019772444209593,heuristic,proposed,0.0452098458,49.00801328,0,0,0,0,0,0,0,0.0008815707889967995,0,0,0,0,0,0,342.5826826924749,351.631045307525,183.08766543114348,187.7515185688565,0.0008204393419460071,0.0009427022360475919,0.00016726810831817852,0.00019312734056601335,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,super-dense,0,10,0.3,agent,402.54209199999997,214.46369199999998,0.0645450326,0.00015547496610524548,heuristic,proposed,0.0451852174,55.48611728,0,0,0,0,0,0,0,0.000778294829614451,0,0,0,0,0,0,397.1286706414364,407.95551335856356,211.74453377917038,217.18285022082958,0.0007260243977185752,0.0008305652615103269,0.00014445318043324748,0.00016649675177724348,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,super-dense,0,20,0.1,agent,309.098034,165.19089799999998,0.06371149799999999,0.0002005986009081353,heuristic,proposed,0.0447594852,44.0662292,0,0,0,0,0,0,0,0.0009734660657630145,0,0,0,0,0,0,305.00488924246713,313.19117875753284,163.11972235402413,167.26207364597582,0.000906166552847833,0.001040765578678196,0.00018610137530273668,0.00021509582651353394,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,super-dense,0,20,0.2,agent,358.08249199999995,188.445104,0.063580044,0.00017409186315194174,heuristic,proposed,0.044625022199999996,49.33852788,0,0,0,0,0,0,0,0.0008685757194835903,0,0,0,0,0,0,352.90154438651473,363.26343961348516,185.9971372842564,190.89307071574356,0.0008091827897707672,0.0009279686491964135,0.00016151014999901626,0.0001866735763048672,0,0,0,0,500
continuous,online_remove_redundant,0,10,2,super-dense,0,20,0.3,agent,418.358746,220.029614,0.064428069,0.0001502638150440183,heuristic,proposed,0.0449914304,55.99491548000001,0,0,0,0,0,0,0,0.0007676874913262639,0,0,0,0,0,0,412.22474620435804,424.49274579564195,217.07764492189474,222.98158307810527,0.0007161021288815485,0.0008192728537709794,0.00013953175903472608,0.0001609958710533105,0,0,0,0,500
continuous,snapshot_end,0,20,2,sparse,0,1,0.1,agent,1286.2041708333334,647.2422854166666,0.17609924770833332,0.00013406649141634605,heuristic,proposed,0.0037457550000000004,45.601299583333336,0,0,0,0,0,0,0,9.682452640760104e-05,0,0,0,0,0,0,1265.034611169303,1307.3737304973638,633.1078407247361,661.3767301085971,9.339699690292634e-05,0.00010025205591227575,0.00012821496032963374,0.00013991802250305836,0,0,0,0,480
continuous,online_remove_redundant,0,20,2,sparse,0,1,0.1,agent,1213.3615562500001,623.4586958333333,0.36727622562499995,0.00029867331538930864,heuristic,proposed,0.183155911875,47.4197875,0,0,0,0,0,0,0,0.004810406723157482,0,0,0,0,0,0,1194.4143492976625,1232.3087632023378,609.5114279345937,637.4059637320729,0.004521091026953302,0.005099722419361663,0.0002847908814217098,0.0003125557493569075,0,0,0,0,480
continuous,online_remove_redundant,0,20,2,sparse,0,1,0.2,agent,1370.12249,702.900644,0.5106446758,0.0003667109414099384,heuristic,proposed,0.2593527128,53.68018648,0,0,0,0,0,0,0,0.005837053519413079,0,0,0,0,0,0,1349.4753645942924,1390.7696154057076,687.588734788853,718.2125532111471,0.005490026834239295,0.006184080204586864,0.0003468318928580007,0.0003865899899618761,0,0,0,0,500
continuous,online_remove_redundant,0,20,2,sparse,0,1,0.3,agent,1566.9913980000001,805.619686,0.5113986208,0.00032115984415911436,heuristic,proposed,0.2586730276,61.581653679999995,0,0,0,0,0,0,0,0.005119901032344515,0,0,0,0,0,0,1543.1652575817718,1590.8175384182284,787.9595713951254,823.2798006048746,0.004809430930694923,0.005430371133994106,0.00030359655026038115,0.0003387231380578476,0,0,0,0,500
continuous,snapshot_end,0,20,2,sparse,0,10,0.1,agent,1301.8399270833334,654.7526583333333,0.17451602125000001,0.00013156663564405414,heuristic,proposed,0.003645362708333334,45.80585702083333,0,0,0,0,0,0,0,9.542054360919933e-05,0,0,0,0,0,0,1280.0182484797265,1323.6616056869402,640.2929532687373,669.2123633979294,9.217008752695901e-05,9.867099969143964e-05,0.00012579494243028497,0.0001373383288578233,0,0,0,0,480
continuous,online_remove_redundant,0,20,2,sparse,0,10,0.1,agent,1223.16680625,628.1650770833334,0.36334458312500006,0.000293317502145416,heuristic,proposed,0.17821002145833334,47.1701355625,0,0,0,0,0,0,0,0.004805903472217682,0,0,0,0,0,0,1204.12225181322,1242.2113606867802,614.229464559415,642.1006896072518,0.00451038461217007,0.005101422332265294,0.00027962246192741796,0.000307012542363414,0,0,0,0,480
continuous,online_remove_redundant,0,20,2,sparse,0,10,0.2,agent,1398.8705099999997,717.109804,0.5039327124,0.00035815709659302335,heuristic,proposed,0.24341896359999998,53.859906360000004,0,0,0,0,0,0,0,0.005880834880621418,0,0,0,0,0,0,1377.0569090052627,1420.6841109947368,701.1488638981717,733.0707441018284,0.005464039545810847,0.00629763021543199,0.00033959898158135253,0.0003767152116046942,0,0,0,0,500
continuous,online_remove_redundant,0,20,2,sparse,0,10,0.3,agent,1608.985594,826.050788,0.4965599962,0.000304628472038931,heuristic,proposed,0.24302100380000002,63.2044619,0,0,0,0,0,0,0,0.005007802017730871,0,0,0,0,0,0,1583.6807980064211,1634.2903899935789,807.6480923605317,844.4534836394683,0.00465934415814404,0.005356259877317702,0.0002886979508933064,0.00032055899318455557,0,0,0,0,500
continuous,snapshot_end,0,20,2,sparse,0,20,0.1,agent,1319.78605625,662.6386166666667,0.17417154437500001,0.000129603611793679,heuristic,proposed,0.0036411175,46.4188343125,0,0,0,0,0,0,0,9.45920938238984e-05,0,0,0,0,0,0,1297.6375837445826,1341.9345287554174,648.0000838221315,677.277149511202,9.13931078726276e-05,9.77910797751692e-05,0.00012390352419551937,0.00013530369939183863,0,0,0,0,480
continuous,online_remove_redundant,0,20,2,sparse,0,20,0.1,agent,1245.3244458333331,639.04578125,0.36412817833333333,0.000288499005070419,heuristic,proposed,0.17868358604166668,47.01658827083334,0,0,0,0,0,0,0,0.00476919587976477,0,0,0,0,0,0,1225.6310569795746,1265.0178346870916,624.6520879536012,653.4394745463989,0.0044798174941345975,0.005058574265394943,0.000275060641056813,0.00030193736908402507,0,0,0,0,480
continuous,online_remove_redundant,0,20,2,sparse,0,20,0.2,agent,1436.657742,737.640912,0.503523239,0.00034649860197385183,heuristic,proposed,0.24427899760000002,54.84014136,0,0,0,0,0,0,0,0.005631555409176029,0,0,0,0,0,0,1413.901333518076,1459.4141504819243,720.9200854303962,754.3617385696037,0.005263776885585901,0.005999333932766157,0.0003281269954649591,0.00036487020848274457,0,0,0,0,500
continuous,online_remove_redundant,0,20,2,sparse,0,20,0.3,agent,1675.365224,861.2768219999999,0.5065591758,0.00029834973512301996,heuristic,proposed,0.24301485860000002,63.1080245,0,0,0,0,0,0,0,0.00509877830105284,0,0,0,0,0,0,1648.4696988410922,1702.2607491589076,841.2273898269535,881.3262541730463,0.004742862954292116,0.005454693647813563,0.00028274613432816974,0.0003139533359178702,0,0,0,0,500
continuous,snapshot_end,0,20,2,dense,0,1,0.1,agent,452.162976,214.69513,0.1156025206,0.00024667970724205195,heuristic,proposed,0.001968714,25.60992306,0,0,0,0,0,0,0,8.524182576544175e-05,0,0,0,0,0,0,446.2240381393964,458.10191386060364,211.8051218346003,217.5851381653997,8.217032094101387e-05,8.831333058986963e-05,0.00023577116935520484,0.00025758824512889906,0,0,0,0,500
continuous,online_remove_redundant,0,20,2,dense,0,1,0.1,agent,431.54008400000004,203.844722,0.36932005700000003,0.0008241300364055151,heuristic,proposed,0.1757804998,26.24155386,0,0,0,0,0,0,0,0.006059293352898003,0,0,0,0,0,0,425.16141320962834,437.91875479037174,201.1618326244061,206.5276113755939,0.005770185219895253,0.006348401485900753,0.0007877765661346447,0.0008604835066763854,0,0,0,0,500
continuous,online_remove_redundant,0,20,2,dense,0,1,0.2,agent,487.381396,229.946546,0.3589866886,0.0007083209214198778,heuristic,proposed,0.17006888199999998,29.39103992,0,0,0,0,0,0,0,0.0052857501928377975,0,0,0,0,0,0,480.12034102518874,494.64245097481125,226.91795114650608,232.97514085349394,0.005030319999766651,0.005541180385908944,0.0006774872452308382,0.0007391545976089174,0,0,0,0,500
continuous,online_remove_redundant,0,20,2,dense,0,1,0.3,agent,557.693314,263.600106,0.35955584120000006,0.0006193705750672793,heuristic,proposed,0.17157724100000002,33.64748392,0,0,0,0,0,0,0,0.004673952974002674,0,0,0,0,0,0,549.2615550247457,566.1250729752543,260.054401112474,267.14581088752595,0.0044446846712036595,0.0049032212768016885,0.0005923810035800007,0.000646360146554558,0,0,0,0,500
continuous,snapshot_end,0,20,2,dense,0,10,0.1,agent,465.09529599999996,219.67785,0.115168777,0.0002390462178271999,heuristic,proposed,0.0019843476,25.575362560000002,0,0,0,0,0,0,0,8.693793779534061e-05,0,0,0,0,0,0,458.8064504185057,471.38414158149425,216.6715780852973,222.6841219147027,8.379002226609077e-05,9.008585332459045e-05,0.00022843436422000142,0.00024965807143439837,0,0,0,0,500
continuous,online_remove_redundant,0,20,2,dense,0,10,0.1,agent,445.02890399999995,208.113518,0.3717283318,0.0008047376849559746,heuristic,proposed,0.17451787280000003,26.25849336,0,0,0,0,0,0,0,0.006142703022353311,0,0,0,0,0,0,438.15324181508765,451.90456618491226,205.19875672688073,211.02827927311927,0.005847307098358759,0.0064380989463478635,0.0007691124518110203,0.0008403629181009288,0,0,0,0,500
continuous,online_remove_redundant,0,20,2,dense,0,10,0.2,agent,511.184,237.670946,0.36216165,0.0006831317211214483,heuristic,proposed,0.1679295592,29.47768584,0,0,0,0,0,0,0,0.00539096860380528,0,0,0,0,0,0,503.2230047680141,519.144995231986,234.28550021007058,241.0563917899294,0.005131361496732851,0.00565057571087771,0.0006535165235270537,0.0007127469187158429,0,0,0,0,500
continuous,online_remove_redundant,0,20,2,dense,0,10,0.3,agent,591.694876,275.01472,0.3637397608,0.0005923340464579685,heuristic,proposed,0.1660486742,33.370816899999994,0,0,0,0,0,0,0,0.004788001769269421,0,0,0,0,0,0,582.4077435905386,600.9820084094614,271.12708942229534,278.9023505777047,0.004556790172630997,0.005019213365907845,0.0005662836183689444,0.0006183844745469926,0,0,0,0,500
continuous,snapshot_end,0,20,2,dense,0,20,0.1,agent,477.91134400000004,224.873166,0.1153837834,0.00023298467283860383,heuristic,proposed,0.00197993,25.56210676,0,0,0,0,0,0,0,8.65052396440884e-05,0,0,0,0,0,0,471.0643572980583,484.75833070194176,221.6842413461649,228.0620906538351,8.340325024296715e-05,8.960722904520965e-05,0.00022271692969883184,0.00024325241597837583,0,0,0,0,500
continuous,online_remove_redundant,0,20,2,dense,0,20,0.1,agent,456.588912,211.210534,0.3713107122,0.0007846312124641466,heuristic,proposed,0.17455527360000003,26.30913476,0,0,0,0,0,0,0,0.006178456120189825,0,0,0,0,0,0,449.3246297252994,463.85319427470057,208.1939238507278,214.2271441492722,0.005881491380724509,0.0064754208596551404,0.000750493241872971,0.0008187691830553222,0,0,0,0,500
continuous,online_remove_redundant,0,20,2,dense,0,20,0.2,agent,535.834172,244.44017599999998,0.3622265994,0.0006552480856256527,heuristic,proposed,0.16837491840000002,29.71239924,0,0,0,0,0,0,0,0.005416159549195084,0,0,0,0,0,0,527.198348075726,544.4699959242739,240.91244762505923,247.96790437494073,0.005148173093413365,0.005684146004976802,0.0006261347664330497,0.0006843614048182557,0,0,0,0,500
continuous,online_remove_redundant,0,20,2,dense,0,20,0.3,agent,632.320546,286.94179,0.36636003259999994,0.0005633962956757468,heuristic,proposed,0.16737871759999998,33.8399547,0,0,0,0,0,0,0,0.004828170669710458,0,0,0,0,0,0,621.803945585647,642.837146414353,282.7569562214748,291.12662377852524,0.00458452164019617,0.005071819699224746,0.0005379034403375419,0.0005888891510139517,0,0,0,0,500
