timing,simulator,obstacles,agents,delay_start,delay_interval,delay_ratio,delay_type,makespan,soc,total_time,makespan_time,feasibility,cycle,execution_time,first_agent_arriving,cycle_count,cycle_agents,unblocked_agents,feasibility_count,feasibility_type_a,feasibility_type_b,feasibility_type_c,average_timestep_time,average_feasibility_time,average_cycle_time,average_feasibility_unsettled,average_feasibility_loop,average_feasibility_topo,average_feasibility_recursion,makespan_lower,makespan_upper,soc_lower,soc_upper,average_timestep_time_lower,average_timestep_time_upper,makespan_time_lower,makespan_time_upper,partial_replan_count,partial_replan_time,full_replan_count,full_replan_time,data_points
discrete,online,90,30,0,0,0.1,agent,43.062814070351756,21.16532738693467,0.2525904595477387,0.005788872343084663,heuristic,proposed,0.16076436708542713,4.369346733668341,4.369346733668341,65.50502512562814,128.28140703517587,4.801507537688442,0,0,0,0.035460041975951186,0.033557195379034295,0.035460041975951186,280.6490827151631,124.16540540001597,12013.483842825237,0.0,42.60215161735061,43.523476523352905,20.962925168247395,21.367729605621946,0.03376878252499989,0.03715130142690248,0.005472832937877552,0.006104911748291773,0.0,0.0,0.0,0.0,398
discrete,online,90,30,0,0,0.1,agent,42.99246231155779,21.135167839195976,3.9749792738693466,0.0910155702878612,heuristic,semi-naive,2.6837902587939695,4.391959798994975,4.391959798994975,65.87688442211055,128.9321608040201,128.42211055276383,0,0,0,0.5735199164899172,0.037040707780433724,0.5735199164899172,4092.732678544236,1882.4096103714821,191352.95517404846,0.0,42.54239432863915,43.44253029447643,20.93457965598173,21.335756022410223,0.5440130571988221,0.6030267757810123,0.08540148690842687,0.09662965366729552,0.0,0.0,0.0,0.0,398
discrete,online,90,30,0,0,0.1,agent,42.99246231155779,21.135167839195976,112.51153067839198,2.658147635315138,heuristic,naive,70.66700189949748,4.391959798994975,4.391959798994975,131.75879396984925,128.9321608040201,35365.25879396985,0,0,0,16.93991020733538,0.5212819352420618,16.93991020733538,8181.786620512375,3797.1990877004064,384995.26859024557,0.0,42.54239432863915,43.44253029447643,20.93457965598173,21.335756022410223,15.17141568419386,18.7084047304769,2.44633715275351,2.8699581178767657,0.0,0.0,0.0,0.0,398
discrete,default,90,30,0,0,0.1,agent,43.040201005025125,21.142118090452257,0.0002804418040201005,6.566245810044587e-06,heuristic,proposed,0.0,4.376884422110553,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.590884233686246,43.489517776364,20.939641373397905,21.34459480750661,0.0,0.0,6.4532204435327524e-06,6.679271176556421e-06,0.0,0.0,0.0,0.0,398
discrete,replan,90,30,0,0,0.1,agent,43.040201005025125,21.142118090452257,0.00028147869597989946,6.589558563918579e-06,heuristic,proposed,0.0,4.376884422110553,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.590884233686246,43.489517776364,20.939641373397905,21.34459480750661,0.0,0.0,6.480159990532271e-06,6.698957137304887e-06,0.0,0.0,0.0,0.0,398
discrete,pibt,90,30,0,0,0.1,agent,43.469849246231156,21.244887688442212,0.006815663894472363,0.0001574904008953374,heuristic,proposed,0.003346767386934673,20.439698492462313,0.0,0.0,0.0,0.0,0,0,0,0.0001679289473715759,0.0,0.0,0.0,0.0,0.0,0.0,43.007128243727315,43.932570248735,21.04839102238289,21.441384354501533,0.00016333525471336373,0.00017252264002978808,0.0001548462103746232,0.00016013459141605158,0.0,0.0,0.0,0.0,398
discrete,online,90,30,0,1,0.1,agent,48.49097472924188,23.660650541516247,0.28689819512635384,0.005774201673002347,heuristic,proposed,0.18012931353790615,4.819494584837545,4.819494584837545,66.09205776173285,140.3303249097473,5.664259927797834,0,0,0,0.035352674422903616,0.0320179556901716,0.035352674422903616,282.7335523882456,123.57364660009063,12007.948037361757,0.0,48.06222299100472,48.91972646747904,23.460543912327243,23.860757170705252,0.033658113507583035,0.037047235338224196,0.005462456936683555,0.0060859464093211395,0.0,0.0,0.0,0.0,554
discrete,online,90,30,0,1,0.1,agent,48.415162454873645,23.619314981949458,4.03228316064982,0.08127366268937572,heuristic,semi-naive,2.7411912382671484,4.8483754512635375,4.8483754512635375,66.45487364620939,141.14259927797835,727.5162454873646,0,0,0,0.5231266903016758,0.03399310785037816,0.5231266903016758,4372.495970535682,1720.0667079510943,175209.29672615795,0.0,47.985705479750905,48.844619429996385,23.419738156566524,23.818891807332392,0.49796498170184167,0.5482883989015099,0.07648855234226377,0.08605877303648767,0.0,0.0,0.0,0.0,554
discrete,online,90,30,0,1,0.1,agent,48.415162454873645,23.619314981949458,72.29250826714801,1.4956381889364756,heuristic,naive,41.33257593321299,4.8483754512635375,4.8483754512635375,134.23104693140795,141.14259927797835,142794.12815884477,0,0,0,9.249923824957284,0.27595760550898824,9.249923824957284,181383.5464281807,4182.352985046442,483921.6643150171,0.0,47.985705479750905,48.844619429996385,23.419738156566524,23.818891807332392,8.269089044991668,10.2307586049229,1.361706854174559,1.6295695236983923,0.0,0.0,0.0,0.0,554
discrete,default,90,30,0,1,0.1,agent,48.63357400722022,23.789895848375448,0.0003843751137184116,7.934418903292458e-06,heuristic,proposed,0.0,4.824909747292419,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.20271020596544,49.064437808475,23.584940953297874,23.99485074345302,0.0,0.0,7.85664884700545e-06,8.012188959579465e-06,0.0,0.0,0.0,0.0,554
discrete,replan,90,30,0,1,0.1,agent,48.09927797833935,23.49380216606498,0.44996394404332135,0.009362762339755783,heuristic,proposed,0.06695483090252707,4.805054151624549,0.0,0.0,0.0,0.0,0,0,0,0.013194758403415678,0.0,0.0,0.0,0.0,0.0,0.0,47.681248275267194,48.51730768141151,23.299019598028455,23.688584734101507,0.012228918269165353,0.014160598537666004,0.00900130230895682,0.009724222370554746,0.0,0.0,33.13357400722022,0.39959111913357404,554
discrete,pibt,90,30,0,1,0.1,agent,50.74548736462094,24.044042057761736,0.00745596953068592,0.00014726759339203597,heuristic,proposed,0.003653648844765343,23.29783393501805,0.0,0.0,0.0,0.0,0,0,0,0.00016181629597114878,0.0,0.0,0.0,0.0,0.0,0.0,50.13733439498273,51.353640334259154,23.830228001781705,24.257856113741767,0.00015803901921776844,0.0001655935727245291,0.0001451637080940676,0.00014937147869000433,0.0,0.0,0.0,0.0,554
discrete,online,90,30,0,10,0.1,agent,60.01030927835052,25.816083298969073,0.2927036946391752,0.004805996288120482,heuristic,proposed,0.17140128,4.597938144329897,4.597938144329897,62.77319587628866,133.27835051546393,5.265979381443299,0,0,0,0.03612559864832418,0.033562234921733866,0.03612559864832418,291.1528719447792,126.19294803707174,12372.061156855745,0.0,59.092722835224016,60.92789572147702,25.565096623804852,26.067069974133293,0.034394255779526865,0.037856941517121497,0.004552225909062289,0.005059766667178675,0.0,0.0,0.0,0.0,485
discrete,online,90,30,0,10,0.1,agent,59.75257731958763,25.7762218556701,4.017641208247422,0.06619927086671301,heuristic,semi-naive,2.6129188824742267,4.6206185567010305,4.6206185567010305,63.10515463917526,133.880412371134,121.87422680412371,0,0,0,0.5405948528436054,0.03700060596107346,0.5405948528436054,4576.747210841851,1769.757755240178,181670.5971168236,0.0,58.84093077644671,60.66422386272855,25.526066374269696,26.026377337070507,0.5142677208565475,0.5669219848306634,0.0625264547659309,0.06987208696749513,0.0,0.0,0.0,0.0,485
discrete,online,90,30,0,10,0.1,agent,59.75257731958763,25.7762218556701,73.87354997938144,1.251071864516148,heuristic,naive,39.517326612371136,4.6206185567010305,4.6206185567010305,127.89484536082475,133.880412371134,23297.696907216494,0,0,0,9.255824358814952,0.30647056786445237,9.255824358814952,110310.27493424674,4203.309801401348,431219.3283913509,0.0,58.84093077644671,60.66422386272855,25.526066374269696,26.026377337070507,8.103093648868404,10.4085550687615,1.1556578291369397,1.3464858998953564,0.0,0.0,0.0,0.0,485
discrete,default,90,30,0,10,0.1,agent,63.863917525773196,28.178625360824743,0.00033358898762886596,5.30174903758514e-06,heuristic,proposed,0.0,4.608247422680412,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.90116221808248,64.82667283346392,27.84368365631489,28.513567065334595,0.0,0.0,5.225716333444434e-06,5.377781741725846e-06,0.0,0.0,0.0,0.0,485
discrete,replan,90,30,0,10,0.1,agent,57.71958762886598,24.87449979381443,0.5811850556701031,0.01009540774763438,heuristic,proposed,0.06741023463917525,4.587628865979381,0.0,0.0,0.0,0.0,0,0,0,0.014002852027350085,0.0,0.0,0.0,0.0,0.0,0.0,56.85772616667657,58.58144909105539,24.65985609014706,25.0891434974818,0.012952812336483942,0.015052891718216228,0.00974086908537946,0.010449946409889301,0.0,0.0,43.51340206185567,0.5176711360824743,485
discrete,pibt,90,30,0,10,0.1,agent,62.595876288659795,26.404262061855672,0.008356004515463918,0.00013361230954113642,heuristic,proposed,0.0036664896288659795,24.79381443298969,0.0,0.0,0.0,0.0,0,0,0,0.00015311958398353984,0.0,0.0,0.0,0.0,0.0,0.0,61.535504500950324,63.656248076369266,26.12407074073735,26.684453382973995,0.0001492754893228068,0.00015696367864427287,0.00013060507044101375,0.0001366195486412591,0.0,0.0,0.0,0.0,485
discrete,online,90,30,0,20,0.1,agent,69.73003802281369,27.687769961977185,0.2991949422053232,0.004246142894546738,heuristic,proposed,0.1709580718631179,4.538022813688213,4.538022813688213,61.69391634980989,131.51140684410646,5.252851711026616,0,0,0,0.03699417072018392,0.03428029087437339,0.03699417072018392,295.3185912629829,127.25287290339571,12607.957029625422,0.0,68.59887477864196,70.86120126698542,27.360803344785328,28.014736579169043,0.035298494305287004,0.038689847135080835,0.004035670421203827,0.00445661536788965,0.0,0.0,0.0,0.0,526
discrete,online,90,30,0,20,0.1,agent,69.44866920152091,27.60481730038023,4.006410370722434,0.057107092455344365,heuristic,semi-naive,2.5650937775665397,4.557034220532319,4.557034220532319,61.98859315589353,132.02471482889734,121.3764258555133,0,0,0,0.546939368701957,0.03735161736254699,0.546939368701957,4594.1240652724955,1779.923705825227,184616.3559694583,0.0,68.34168010877632,70.55565829426551,27.282941632528107,27.926692968232352,0.5213227760863969,0.5725559613175172,0.05412245670328116,0.06009172820740757,0.0,0.0,0.0,0.0,526
discrete,online,90,30,0,20,0.1,agent,69.44866920152091,27.60481730038023,68.84417344106464,1.0213323340087304,heuristic,naive,38.725234252851706,4.557034220532319,4.557034220532319,126.17490494296578,132.02471482889734,29959.38022813688,0,0,0,9.095954929906068,0.29846962608993327,9.095954929906068,105079.20810734999,4189.97894870761,435077.5407005964,0.0,68.34168010877632,70.55565829426551,27.282941632528107,27.926692968232352,8.04941200562167,10.142497854190465,0.9457954314483686,1.0968692365690922,0.0,0.0,0.0,0.0,526
discrete,default,90,30,0,20,0.1,agent,79.80038022813689,33.322814258555134,0.00034419493916349803,4.41814236481362e-06,heuristic,proposed,0.0,4.5456273764258555,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.43541248064975,81.16534797562403,32.8298841898922,33.81574432721807,0.0,0.0,4.352056468414323e-06,4.484228261212917e-06,0.0,0.0,0.0,0.0,526
discrete,replan,90,30,0,20,0.1,agent,65.44866920152091,25.809504182509507,0.6434353992395437,0.00987649009050199,heuristic,proposed,0.07003159416349809,4.530418250950571,0.0,0.0,0.0,0.0,0,0,0,0.014572277087633532,0.0,0.0,0.0,0.0,0.0,0.0,64.48138612307531,66.41595227996652,25.586299322772796,26.032709042246218,0.013386730857346693,0.01575782331792037,0.00952757583784494,0.01022540434315904,0.0,0.0,48.57414448669201,0.5736192490494296,526
discrete,pibt,90,30,0,20,0.1,agent,72.33269961977186,28.15342319391635,0.008939756749049428,0.00012449602080791015,heuristic,proposed,0.0035177242566539926,25.669201520912548,0.0,0.0,0.0,0.0,0,0,0,0.0001442968777831863,0.0,0.0,0.0,0.0,0.0,0.0,70.94286029522853,73.72253894431519,27.784133575951955,28.522712811880744,0.00014096344946458485,0.00014763030610178776,0.00012193679910487795,0.00012705524251094234,0.0,0.0,0.0,0.0,526
discrete,online,180,30,0,0,0.1,agent,43.912,21.299468,0.3165759796,0.007179329004341928,heuristic,proposed,0.179780146,3.544,3.544,59.016,103.308,4.236,0,0,0,0.04784946671962481,0.04278605834456962,0.04784946671962481,359.07089595959593,132.89522251082252,15960.867540548341,0.0,43.32010819166768,44.50389180833232,21.06148269603718,21.53745330396282,0.04467781072687173,0.051021122712377895,0.0066315593326489435,0.007727098676034912,0.0,0.0,0.0,0.0,250
discrete,online,180,30,0,0,0.1,agent,43.88,21.323591200000003,5.232245719999999,0.11943412706686457,heuristic,semi-naive,3.1608795240000003,3.56,3.56,59.244,103.752,500.3,0,0,0,0.8290059020505051,0.042551952526745325,0.8290059020505051,6390.295445454545,2224.359325974026,279254.8245747475,0.0,43.29924978459662,44.46075021540339,21.086898553054027,21.56028384694598,0.7725596843284103,0.8854521197725999,0.10981937581800412,0.12904887831572504,0.0,0.0,0.0,0.0,250
discrete,online,180,30,0,0,0.1,agent,43.88,21.323591200000003,126.6179636,2.9128627266560394,heuristic,naive,75.10959784,3.56,3.56,106.8,103.752,47133.184,0,0,0,22.591006435108227,0.6066923905711031,22.591006435108227,15434.478273737373,4007.6202805194807,502725.78062712844,0.0,43.29924978459662,44.46075021540339,21.086898553054027,21.56028384694598,19.736190299105154,25.4458225711113,2.5969954211310307,3.228730032181048,0.0,0.0,0.0,0.0,250
discrete,default,180,30,0,0,0.1,agent,43.936,21.296133200000003,0.000289862328,6.666643722346041e-06,heuristic,proposed,0.0,3.56,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.35307694809662,44.51892305190338,21.060116565044055,21.532149834955952,0.0,0.0,6.5041585396299214e-06,6.82912890506216e-06,0.0,0.0,0.0,0.0,250
discrete,replan,180,30,0,0,0.1,agent,43.936,21.296133200000003,0.00028218296,6.497380555052823e-06,heuristic,proposed,0.0,3.56,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.35307694809662,44.51892305190338,21.060116565044055,21.532149834955952,0.0,0.0,6.361380940480989e-06,6.633380169624657e-06,0.0,0.0,0.0,0.0,250
discrete,pibt,180,30,0,0,0.1,agent,45.476,21.6291956,0.00727686224,0.0001607174048265325,heuristic,proposed,0.0030667454639999995,19.072,0.0,0.0,0.0,0.0,0,0,0,0.0001689505485266965,0.0,0.0,0.0,0.0,0.0,0.0,44.835063856486855,46.11693614351314,21.383357687287546,21.875033512712452,0.00016252505635615694,0.00017537604069723604,0.00015714597504975621,0.0001642888346033088,0.0,0.0,0.0,0.0,250
discrete,online,180,30,0,1,0.1,agent,50.23415977961432,24.105326721763085,0.37060402341597803,0.007355836631837485,heuristic,proposed,0.21270605674931128,4.201101928374656,4.201101928374656,65.40220385674931,120.71625344352617,5.809917355371901,0,0,0,0.04800704341506366,0.0392836163419757,0.04800704341506366,376.538684264924,134.7992649835625,15985.992173704777,0.0,49.7109666917335,50.75735286749514,23.87011503489445,24.34053840863172,0.045232473481496546,0.05078161334863078,0.006878607696124735,0.007833065567550234,0.0,0.0,0.0,0.0,363
discrete,online,180,30,0,1,0.1,agent,50.37741046831956,24.134068870523414,5.522391487603306,0.10961836741464513,heuristic,semi-naive,3.3988573774104687,4.209366391184573,4.209366391184573,65.45454545454545,120.9090909090909,5666.29476584022,0,0,0,0.780269533869788,0.03929221902980914,0.780269533869788,9789.894466308104,2095.2568539587137,261428.4297608116,0.0,49.84883937643051,50.90598156020861,23.89770256992326,24.370435171123567,0.7367304649026448,0.8238086028369312,0.10235384064175808,0.11688289418753219,0.0,0.0,0.0,0.0,363
discrete,online,180,30,0,1,0.1,agent,50.37741046831956,24.134068870523414,87.48647223140495,1.7545642834941275,heuristic,naive,49.87422517906336,4.209366391184573,4.209366391184573,117.02203856749311,120.9090909090909,200461.173553719,0,0,0,14.663409111462917,0.3962630058847861,14.663409111462917,225198.06619679678,4241.500913205251,551654.0216861651,0.0,49.84883937643051,50.90598156020861,23.89770256992326,24.370435171123567,12.830565995144312,16.496252227781522,1.5829718457915336,1.9261567211967214,0.0,0.0,0.0,0.0,363
discrete,default,180,30,0,1,0.1,agent,50.57300275482093,24.24573112947659,0.00039245304958677687,7.81539512045955e-06,heuristic,proposed,0.0,4.21763085399449,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.039843615722056,51.10616189391981,24.006711520758962,24.484750738194215,0.0,0.0,7.712333736083504e-06,7.918456504835596e-06,0.0,0.0,0.0,0.0,363
discrete,replan,180,30,0,1,0.1,agent,49.752066115702476,24.104315977961434,0.6513902727272727,0.013207291742296602,heuristic,proposed,0.1347433754710744,4.209366391184573,0.0,0.0,0.0,0.0,0,0,0,0.025378223920269203,0.0,0.0,0.0,0.0,0.0,0.0,49.24543116492922,50.25870106647573,23.866158568890633,24.342473387032236,0.0215038554218904,0.029252592418648006,0.012302992022000272,0.014111591462592932,0.0,0.0,34.21487603305785,0.5806803691460055,363
